,REF_DATE,GEO,DGUID,National Occupational Classification (NOC),Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2121,2012,Alberta,2016A000248,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749041,12.1.10,43300.0,B,,,0
2122,2012,Alberta,2016A000248,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749042,12.1.11,73500.0,B,,,0
2123,2012,Alberta,2016A000248,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749043,12.1.12,0.59,B,,,2
2124,2012,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749044,12.1.13,45300.0,A,,,0
2125,2012,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749045,12.1.14,33800.0,B,,,0
2126,2012,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749046,12.1.15,58700.0,A,,,0
2127,2012,Alberta,2016A000248,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749047,12.1.16,0.58,B,,,2
2304,2012,British Columbia,2016A000259,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749224,13.1.1,42300.0,A,,,0
2305,2012,British Columbia,2016A000259,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749225,13.1.2,32700.0,B,,,0
2306,2012,British Columbia,2016A000259,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749226,13.1.3,51300.0,B,,,0
2307,2012,British Columbia,2016A000259,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749227,13.1.4,0.64,B,,,2
2308,2012,British Columbia,2016A000259,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749228,13.1.5,31700.0,B,,,0
2309,2012,British Columbia,2016A000259,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749229,13.1.6,25200.0,B,,,0
2310,2012,British Columbia,2016A000259,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749230,13.1.7,41600.0,B,,,0
2311,2012,British Columbia,2016A000259,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749231,13.1.8,0.61,C,,,2
2312,2012,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749232,13.1.9,43700.0,A,,,0
2313,2012,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749233,13.1.10,33500.0,B,,,0
2314,2012,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749234,13.1.11,53300.0,B,,,0
2315,2012,British Columbia,2016A000259,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749235,13.1.12,0.63,B,,,2
2316,2012,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749236,13.1.13,33100.0,A,,,0
2317,2012,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749237,13.1.14,26600.0,B,,,0
2318,2012,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749238,13.1.15,45200.0,B,,,0
2319,2012,British Columbia,2016A000259,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749239,13.1.16,0.59,C,,,2
2496,2012,"Canada, 16 to 24 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749416,14.1.1,16000.0,A,,,0
2497,2012,"Canada, 16 to 24 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749417,14.1.2,13900.0,B,,,0
2498,2012,"Canada, 16 to 24 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749418,14.1.3,18200.0,B,,,0
2499,2012,"Canada, 16 to 24 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749419,14.1.4,0.76,B,,,2
2500,2012,"Canada, 16 to 24 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749420,14.1.5,11300.0,B,,,0
2501,2012,"Canada, 16 to 24 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749421,14.1.6,9800.0,B,,,0
2502,2012,"Canada, 16 to 24 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749422,14.1.7,12400.0,B,,,0
2503,2012,"Canada, 16 to 24 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749423,14.1.8,0.79,C,,,2
2504,2012,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749424,14.1.9,16100.0,A,,,0
2505,2012,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749425,14.1.10,13900.0,B,,,0
2506,2012,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749426,14.1.11,18200.0,B,,,0
2507,2012,"Canada, 16 to 24 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749427,14.1.12,0.76,B,,,2
2508,2012,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749428,14.1.13,11300.0,B,,,0
2509,2012,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749429,14.1.14,9800.0,B,,,0
2510,2012,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749430,14.1.15,12400.0,B,,,0
2511,2012,"Canada, 16 to 24 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749431,14.1.16,0.8,C,,,2
2688,2012,"Canada, 25 to 54 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749608,15.1.1,54100.0,A,,,0
2689,2012,"Canada, 25 to 54 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749609,15.1.2,43300.0,A,,,0
2690,2012,"Canada, 25 to 54 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749610,15.1.3,64100.0,A,,,0
2691,2012,"Canada, 25 to 54 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749611,15.1.4,0.68,A,,,2
2692,2012,"Canada, 25 to 54 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749612,15.1.5,44600.0,A,,,0
2693,2012,"Canada, 25 to 54 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749613,15.1.6,36400.0,A,,,0
2694,2012,"Canada, 25 to 54 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749614,15.1.7,54600.0,A,,,0
2695,2012,"Canada, 25 to 54 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749615,15.1.8,0.67,A,,,2
2696,2012,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749616,15.1.9,55700.0,A,,,0
2697,2012,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749617,15.1.10,44200.0,A,,,0
2698,2012,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749618,15.1.11,66500.0,A,,,0
2699,2012,"Canada, 25 to 54 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749619,15.1.12,0.66,A,,,2
2700,2012,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749620,15.1.13,46500.0,A,,,0
2701,2012,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749621,15.1.14,37800.0,A,,,0
2702,2012,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749622,15.1.15,57100.0,A,,,0
2703,2012,"Canada, 25 to 54 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749623,15.1.16,0.66,A,,,2
2880,2012,"Canada, 25 to 34 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749800,16.1.1,43100.0,A,,,0
2881,2012,"Canada, 25 to 34 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749801,16.1.2,35700.0,A,,,0
2882,2012,"Canada, 25 to 34 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749802,16.1.3,50000.0,A,,,0
2883,2012,"Canada, 25 to 34 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749803,16.1.4,0.71,B,,,2
2884,2012,"Canada, 25 to 34 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749804,16.1.5,37500.0,A,,,0
2885,2012,"Canada, 25 to 34 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749805,16.1.6,30600.0,B,,,0
2886,2012,"Canada, 25 to 34 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749806,16.1.7,44600.0,A,,,0
2887,2012,"Canada, 25 to 34 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749807,16.1.8,0.69,B,,,2
2888,2012,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749808,16.1.9,43500.0,A,,,0
2889,2012,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749809,16.1.10,35400.0,A,,,0
2890,2012,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749810,16.1.11,51100.0,A,,,0
2891,2012,"Canada, 25 to 34 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749811,16.1.12,0.69,B,,,2
2892,2012,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749812,16.1.13,38400.0,A,,,0
2893,2012,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749813,16.1.14,30600.0,B,,,0
2894,2012,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749814,16.1.15,45800.0,A,,,0
2895,2012,"Canada, 25 to 34 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749815,16.1.16,0.67,B,,,2
3072,2012,"Canada, 35 to 44 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749992,17.1.1,57700.0,A,,,0
3073,2012,"Canada, 35 to 44 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749993,17.1.2,46600.0,B,,,0
3074,2012,"Canada, 35 to 44 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749994,17.1.3,67900.0,A,,,0
3075,2012,"Canada, 35 to 44 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749995,17.1.4,0.69,B,,,2
3076,2012,"Canada, 35 to 44 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749996,17.1.5,48000.0,A,,,0
3077,2012,"Canada, 35 to 44 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749997,17.1.6,38400.0,B,,,0
3078,2012,"Canada, 35 to 44 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749998,17.1.7,58500.0,A,,,0
3079,2012,"Canada, 35 to 44 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749999,17.1.8,0.66,B,,,2
3080,2012,"Canada, 35 to 44 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750000,17.1.9,59500.0,A,,,0
3081,2012,"Canada, 35 to 44 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750001,17.1.10,47800.0,B,,,0
3082,2012,"Canada, 35 to 44 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750002,17.1.11,70400.0,A,,,0
3083,2012,"Canada, 35 to 44 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750003,17.1.12,0.68,B,,,2
3084,2012,"Canada, 35 to 44 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063750004,17.1.13,50800.0,A,,,0
3085,2012,"Canada, 35 to 44 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063750005,17.1.14,39900.0,B,,,0
3086,2012,"Canada, 35 to 44 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063750006,17.1.15,61400.0,B,,,0
3087,2012,"Canada, 35 to 44 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063750007,17.1.16,0.65,B,,,2
3264,2012,"Canada, 45 to 54 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063750184,18.1.1,61000.0,A,,,0
3265,2012,"Canada, 45 to 54 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063750185,18.1.2,47500.0,A,,,0
3266,2012,"Canada, 45 to 54 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063750186,18.1.3,73700.0,B,,,0
3267,2012,"Canada, 45 to 54 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063750187,18.1.4,0.64,B,,,2
3268,2012,"Canada, 45 to 54 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063750188,18.1.5,49900.0,A,,,0
3269,2012,"Canada, 45 to 54 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063750189,18.1.6,40600.0,A,,,0
